timestamp,src,dst,proto,sport,dport,length,ip_len
1780082038.646865,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082038.646873,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082038.646874,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082038.646876,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082038.646877,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082038.646878,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082038.947189,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082038.947193,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082038.947194,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082038.947195,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082038.947195,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082038.947196,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082038.947196,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082039.248293,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082039.248298,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082039.248298,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082039.248299,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082039.248299,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082039.548613,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082039.548617,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082039.548618,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082039.548618,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082039.548619,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082039.548619,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082039.693122,172.21.0.20,172.21.0.10,TCP,36204,5003,74,60
1780082039.69322,172.21.0.10,172.21.0.20,TCP,5003,36204,74,60
1780082039.849667,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
1780082039.849671,172.21.0.20,172.21.0.10,UDP,37785,5004,1455,1441
