timestamp,src,dst,proto,sport,dport,length,ip_len
1780083340.19416,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.194166,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.194166,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.194167,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.194167,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.194168,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.194169,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.494672,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.494675,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.494676,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.494676,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.494677,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.494678,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.79556,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.795565,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.795566,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.795567,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.795567,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.795568,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083340.795569,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.096697,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.0967,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.0967,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.0967,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.096701,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.096702,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.19304,172.21.0.20,172.21.0.10,TCP,46614,5003,74,60
1780083341.193201,172.21.0.10,172.21.0.20,TCP,5003,46614,74,60
1780083341.293631,172.21.0.20,172.21.0.10,TCP,46614,5003,187,173
1780083341.294041,172.21.0.10,172.21.0.20,TCP,5003,46614,66,52
1780083341.296311,172.21.0.10,172.21.0.20,TCP,5003,46614,72,58
1780083341.396397,172.21.0.20,172.21.0.10,TCP,46614,5003,66,52
1780083341.397145,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.397149,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.397149,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.397153,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.397154,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.399768,172.21.0.20,172.21.0.10,TCP,46614,5003,2962,2948
1780083341.399812,172.21.0.10,172.21.0.20,TCP,5003,46614,66,52
1780083341.399828,172.21.0.20,172.21.0.10,TCP,46614,5003,2962,2948
1780083341.399829,172.21.0.20,172.21.0.10,TCP,46614,5003,2962,2948
1780083341.39983,172.21.0.20,172.21.0.10,TCP,46614,5003,2962,2948
1780083341.399851,172.21.0.10,172.21.0.20,TCP,5003,46614,78,64
1780083341.399857,172.21.0.10,172.21.0.20,TCP,5003,46614,78,64
1780083341.399864,172.21.0.10,172.21.0.20,TCP,5003,46614,78,64
1780083341.499895,172.21.0.20,172.21.0.10,TCP,46614,5003,2962,2948
1780083341.4999,172.21.0.20,172.21.0.10,TCP,46614,5003,2962,2948
1780083341.499901,172.21.0.20,172.21.0.10,TCP,46614,5003,1514,1500
1780083341.49998,172.21.0.10,172.21.0.20,TCP,5003,46614,86,72
1780083341.600089,172.21.0.20,172.21.0.10,TCP,46614,5003,2962,2948
1780083341.600101,172.21.0.20,172.21.0.10,TCP,46614,5003,2962,2948
1780083341.600103,172.21.0.20,172.21.0.10,TCP,46614,5003,2962,2948
1780083341.600105,172.21.0.20,172.21.0.10,TCP,46614,5003,1514,1500
1780083341.600179,172.21.0.10,172.21.0.20,TCP,5003,46614,78,64
1780083341.600207,172.21.0.10,172.21.0.20,TCP,5003,46614,78,64
1780083341.601341,172.21.0.10,172.21.0.20,TCP,5003,46614,78,64
1780083341.697462,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.697466,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.697467,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.697468,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.697468,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.697469,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.700245,172.21.0.20,172.21.0.10,TCP,46614,5003,1514,1500
1780083341.700248,172.21.0.20,172.21.0.10,TCP,46614,5003,1514,1500
1780083341.700249,172.21.0.20,172.21.0.10,TCP,46614,5003,2962,2948
1780083341.700306,172.21.0.10,172.21.0.20,TCP,5003,46614,66,52
1780083341.700341,172.21.0.10,172.21.0.20,TCP,5003,46614,66,52
1780083341.701413,172.21.0.20,172.21.0.10,TCP,46614,5003,2962,2948
1780083341.701416,172.21.0.20,172.21.0.10,TCP,46614,5003,1514,1500
1780083341.701456,172.21.0.10,172.21.0.20,TCP,5003,46614,66,52
1780083341.742666,172.21.0.10,172.21.0.20,TCP,5003,46614,66,52
1780083341.800354,172.21.0.20,172.21.0.10,TCP,46614,5003,2962,2948
1780083341.80036,172.21.0.20,172.21.0.10,TCP,46614,5003,2962,2948
1780083341.800361,172.21.0.20,172.21.0.10,TCP,46614,5003,1514,1500
1780083341.800422,172.21.0.10,172.21.0.20,TCP,5003,46614,66,52
1780083341.800436,172.21.0.10,172.21.0.20,TCP,5003,46614,66,52
1780083341.800441,172.21.0.10,172.21.0.20,TCP,5003,46614,66,52
1780083341.801488,172.21.0.20,172.21.0.10,TCP,46614,5003,2962,2948
1780083341.801504,172.21.0.10,172.21.0.20,TCP,5003,46614,66,52
1780083341.842769,172.21.0.20,172.21.0.10,TCP,46614,5003,1514,1500
1780083341.842815,172.21.0.10,172.21.0.20,TCP,5003,46614,66,52
1780083341.900564,172.21.0.20,172.21.0.10,TCP,46614,5003,2962,2948
1780083341.900569,172.21.0.20,172.21.0.10,TCP,46614,5003,1514,1500
1780083341.900629,172.21.0.10,172.21.0.20,TCP,5003,46614,78,64
1780083341.900646,172.21.0.10,172.21.0.20,TCP,5003,46614,86,72
1780083341.942863,172.21.0.20,172.21.0.10,TCP,46614,5003,1514,1500
1780083341.942902,172.21.0.10,172.21.0.20,TCP,5003,46614,94,80
1780083341.99786,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.997863,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
1780083341.997864,172.21.0.20,172.21.0.10,UDP,35860,5004,1455,1441
