timestamp,src,dst,proto,sport,dport,length,ip_len
1780084639.34887,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084639.348873,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084639.348873,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084639.348873,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084639.348874,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084639.348874,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084639.64945,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084639.649454,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084639.649455,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084639.64951,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084639.64951,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084639.649511,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084639.949753,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084639.949756,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084639.949758,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084639.949758,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084639.949816,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084639.949816,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084639.949817,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084640.250885,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084640.250898,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084640.250899,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084640.250899,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084640.250899,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084640.250899,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084640.2509,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084640.2509,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084640.366357,172.21.0.20,172.21.0.10,TCP,43244,5003,74,60
1780084640.366493,172.21.0.10,172.21.0.20,TCP,5003,43244,74,60
1780084640.466562,172.21.0.20,172.21.0.10,TCP,43244,5003,66,52
1780084640.467013,172.21.0.20,172.21.0.10,TCP,43244,5003,187,173
1780084640.467037,172.21.0.10,172.21.0.20,TCP,5003,43244,66,52
1780084640.480457,172.21.0.10,172.21.0.20,TCP,5003,43244,72,58
1780084640.551262,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084640.551266,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084640.551266,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
1780084640.551267,172.21.0.20,172.21.0.10,UDP,44122,5004,1455,1441
